tokens	ner_tags
"['Zaten', 'bence', 'koreografi', 'konusunda', 'SM', 'gruplarını', 'bide', 'infinite', ""'"", 'i', 'kimse', 'geçemez']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']
['Allah', 'tek', 'tek', 'her', 'birinizin', 'yardımcısı', 'olsun', '#', 'Mısır', 'halkı', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O']
['nasıl', 'bir', 'ülkede', 'yaşıyoruz', 'böyle', '?']	['O', 'O', 'O', 'O', 'O', 'O']
['2', 'günde', 'profilimden', 'sıkıldığım', 'gerçeği', '>', '>', '>', '>', '>', '>', '>', '>', '>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['pasaportu', 'olmayan', 'hatuna', 'aşık', 'olmam', '.', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Suriyede', 'sus', 'Misirda', 'sus', 'Turkiyede', 'konus', 'bu', 'ne', 'onlar', 'insan', 'deil', 'mi', 'siz', 'zevk', 'icin', 'savasirken', 'insanlar', 'inanclari', 'icin', 'oluyor', 'Suriye', 'Misir', 'Turkiye']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'B-LOCATION', 'B-LOCATION']
"['Tahmin', 'bile', 'edemeyeceğin', 'kadar', '/', 'Hoşgeldin', ""'"", 'diyesim', 'var', '.', '.', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['gördüğünüz', 'gibi', 'önden', '6', '.', '3', 'ft', 'arkadan', '6', 'ft', '.', 'böyle', 'de', 'değişik', 'bi', 'insandır', 'kendisi']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Benim', 'cok', 'gezen', 'bir', 'arkadasım', 'var', '.', 'Gamze', ',', 'İtalya', ""'"", 'ya', 'gidiyormus', '.', 'Beni', 'de', 'cağırdı', ',', 'gitsem', 'mi', 'bilemedim', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Cumalari', 'bukadar', 'yorucu', 'hale', 'getirmeyin']	['O', 'O', 'O', 'O', 'O']
['En', 'buyuk', 'hayallerimden', 'birisin', 'Istanbul']	['O', 'O', 'O', 'O', 'B-LOCATION']
['Yol', 'cekmeyi', 'sevmeyenler', 'icin', 'en', 'yakinizdaki', 'hotel', 'bazen', 'iyi', 'cikabiliyor', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Başkasına', 'edilen', 'Sözler', 'Başkasına', 'sölenen', 'Parçalar', 'Neresindeydim', 'ben', 'bu', 'Aşkın', '.', '?', 'Bunu', 'görmekten', 'yoruldum', 'bunu', 'hakketmedim', 'ben', 'yaa', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['14', 'yaşındaki', 'kıza', '30', 'kişi', 'tecavüz', 'etsin', ',', 'serbest', 'bırakılsın', 've', 'bundan', 'rahatsızlık', 'duyulmasın', 'ama', 'hamile', 'bir', 'kadının', 'karnı', 'ahlakımızı', 'bozsun', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Temam', 'diye', 'isimmi', 'olur', 'arkadas', 'temam', 'nedir', '.', 'd']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['bu', 'T', '.', 'tec', 'şarj', 'bir', 'harikaa', 'ya', 'huu', 'iphone', 'şarja', 'göre', 'hem', 'daha', 'uzun', 'hemde', 'daha', 'hızlı', 'şarj', 'ediyor', 'bilginizeee', 'T.tec', 'iphone']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'B-MISC']
['En', 'nadir', 'goz', 'rengine', 'sahip', 'olmamda', 'ayricaliktir', 'bee', ':', ')', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sırada', 'beklemekteyiz', '!']	['O', 'O', 'O']
['Esemes', 'vatsap', 'olan', 'dm', 'gelsin', ':', 'd']	['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']
['İstemediğimiz', 'bir', 'hayatı', 'yaşıcaz', '.', 'Bunu', 'hepimiz', 'biliyoruz', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['evden', 'kaçma', 'planları', 'yapmaca', 'vol', '.', 'bilmem', 'kaç']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Genellikle', ""'"", 'çok', 'tatlısın', ""'"", 'demek', 'yerine', 'gülümseyerek', ""'"", 'salak', ""'"", 'derim']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Büyümek', 'istiyorduk', '.', '.', '.']	['O', 'O', 'O', 'O', 'O']
['BU', 'KADARI', 'YETER', ':', ')']	['O', 'O', 'O', 'O', 'O']
['İş', 'aramayıp', 'evde', 'boş', 'boş', 'yatanları', '#', 'kınıyorum']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Gökçe', 'Fırat', ""'"", 'ın', '""', 'Eylemciler', 'neden', 'küfrediyor', '?', '""', 'makalesini', 'yabancı', 'bir', 'okutmana', 'anlattım', ',', 'adam', 'hâlâ', 'gülüyor', ':', ')', ')']"	['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ben', 'ne', 'zaman', 'bıseye', 'heves', 'etsem', 'olmuyo', 'ya', 'nıye', 'uf']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Hayatımın', '%', '101', ""'"", 'i', 'müzik', 'dinlemekle', 'geçiyor', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['BAŞBAKAN', 'BİR', 'METRO', 'YERİNE', 'DOĞAMI', 'GERİYE', 'VER', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['sadece', 'su', 'istiyom', 'keske', 'gezmeseydim', 'ühühühühühü']	['O', 'O', 'O', 'O', 'O', 'O']
['Diyanete', ',', 'hutbeye', ',', 'abilere', 'ne', 'olmus', 'niye', 'karismis', 'yine', 'ortalik', '.', '.', '.', 'kim', 'hakli', 'kim', 'dogru', ':', 's', 'Diyanet']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
['Basbakanin', 'klup', 'hakkibdaki', 'aciklamalari', 'gayet', 'olumlu', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['millet', 'üniversite', 'hayalleri', 'kuruyor', 'ben', 'işe', 'gitmemek', 'için', 'dua', 'ediyorum', ':', 'DDddd']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Babam', 'arama', 'rekorunaa', 'gidiyoo']	['O', 'O', 'O', 'O']
['başbakan', 'şike', 'konusunda', 'noktayı', 'koydu', 'fenerbahçe', 'yok', 'kume', 'düşsün', 'ceza', 'alsın', 'bunlar', 'doğru', 'şeyler', 'değil', 'demiş', 'tüzel', 'kişiler', 'ceza', 'alsın', 'demiş']	['O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hayirli', 'Cumalar']	['O', 'O']
['Hala', 'uykum', 'var', ':', '(', '(']	['O', 'O', 'O', 'O', 'O', 'O']
['Bi', 'kahve', 'yapanımız', 'bile', 'yok']	['O', 'O', 'O', 'O', 'O']
['Bazı', 'arkadaşlarımı', 'rehbere', 'dağ', 'isimleriyle', 'kayıt', 'ediyorum', '.', 'Bu', 'şekilde', 'aradıklarında', 'hangi', 'dağda', 'kurt', 'öldüğünü', 'kolayca', 'anlıyorum', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bahara', 'gelir', 'diye', 'tam', '3', 'mevsim', 'beklemek']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['MERHABA', 'BİZİ', 'KISKANAN', 'İNSANLAR', 'MERHABA', '-', '.', '-']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bugün', 'en', 'güzel', 'haber', 'fevzikin', 'gelmesi', 'oldu', ':', '-', 'D', 'fevzik']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
['Oha', '!', 'Camış', 'gibi', 'fıçı', 'gibi', 'olmuşun', 'ya', 'kızım', 'sen', '!', 'O', 'kocan', 'tabi', 'boynuzu', 'takar', 'sana', '!', 'Bi', 'aynaya', 'baksana', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Tembellik', 'kanima', 'isledi', 'kolumu', 'kaldiricak', 'halim', 'yok']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Dabbeyi', 'izliyorum', 've', 'sizce', 'korktummu', '?', '?', 'TABİKİDE', 'HAYIR', 'XDXDDXDD', 'Dabbe']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC']
['Gelmeyeceksen', 'adım', 'da', 'atmayacaksın', '.', 'Yol', 'geçen', 'hanı', 'değil', 'gönül', 'yolu', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Araba', 'sürerek', 'okula', 'gittim', 'çok', 'mutluyum', ':', 'D', ':', 'D', ':', 'D']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['YAZ', 'TATİLİM', 'OLMUŞ', 'TWİTTER']	['O', 'O', 'O', 'B-ORGANIZATION']
['Anladığım', 'şu', ';', 'Bayülgen', 'biraz', 'korkmuş', '.', 'Ama', 'doğru', 'şeyler', 'de', 'söylemiyor', 'değil', '.']	['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ve', 'göz', 'gözü', 'görmez', 'bir', 'sis', 'değildik', 'biz']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kalbinden', 'geceni', 'yapmayip', 'mantigini', 'dinleyen', 'insan', 'olmicaksin', 'bazi', 'durumlarda', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Tatil', 'krizim', 'başladı', ',', 'az', 'kaldı', 'sıcak', 'hava', 'bol', 'güneş', ',', 'bol', 'huzur', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['büşraylaa', 'ingilizce', 'kursundan', 'sonra', 'bu', 'sıcakta', 'kitap', 'almak', 'için', 'yürüdük', 'hayır', 'bu', 'günleride', 'gördük', 'ya', 'nys', 'bn', 'bşy', 'dmyrm', '.', 'büşra']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
['Bankalarda', 'Zagor', 'Orhan', 'gibi', 'sicilim', 'olmasina', 'ragmen', 'hala', 'bana', 'kredi', 'verebiliyor', '.', 'Nolacak', 'sonumuz', 'boyle', '.']	['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['haftaya', 'bu', 'saatlerde', 'gumusluk', ""'"", 'te', 'yaticam', '!', 'bunu', 'dusunerek', ',', 'katlanabilirim', '.', '.', '.']"	['O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Gölşah', ""'"", 'a', 'çok', 'ağır', 'hakaretler', 'esicem', 'akşama', 'falıma', 'bakmaz', 'diye', 'korkuyom', '.', ':', ""'"", ""'"", ""'"", ""'"", ""'"", ""'"", '(', '(', '(', '(']"	['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['illa', 'diyor', 'ki', 'Cansu', 'gel', 'kafamı', 'kopart']	['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O']
"['Başbakan', ':', 'The', 'Times', ""'"", 'taki', 'ilan', 'dört', 'dörtlük', 'bir', 'densizliktir', '""']"	['O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Rüyamda', 'full', 'cast', 'Game', 'of', 'Thrones', 'gördüm', 'FULL', 'CAST', 'ama', 'hepsi', 'ayrı', 'bi', 'şey', 'yapıyodu', 'sirk', 'gibi', 'aman', 'tanrım', '.', 'Robb', 'Stark', ""'"", 'ı', 'çok', 'net', 'hatırlıyorumd', ':']"	['O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']
"['Kız', '2', 'ayda', '24', 'defa', 'ilişki', 'yaptı', 'en', 'son', 'durumuna', ""'"", 'artık', 'aska', 'inancım', 'kalmadı', ""'"", 'yazmış', '.', 'Bence', 'hemen', 'ümidini', 'kesme', 'daha', '4', 'milyar', 'insan', 'var', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['2166', 'tane', 'şarkıyı', 'ne', 'ara', 'indirdim', 'ya', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Egitim', 'hayatim', 'buraya', 'kadarmis', 'fazla', 'bile', 'okudum']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['SENİN', 'KADAR', 'KISKANÇ', ',', 'UKALA', ',', 'SALAK', ',', 'İĞRENÇ', ',', 'KÖTÜ', ',', 'KENDİNİ', 'Bİ', 'HALT', 'SANAN', 'BİR', 'İNSANLA', 'TANIŞMADIM', 'DAHA']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kıızım', ',', 'sen', 'daha', 'olmamışın', 'o', 'saçlar', 'gözler', 'falan']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bugün', 'dünün', 'aynısı']	['O', 'O', 'O']
"['I', ""'"", 'm', 'at', 'Kapalıçarşı', '(', 'İstanbul', ',', 'Türkiye', ')', 'w', '/', '86', 'others']"	['O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O']
['#', 'beşiktaş', '3', '-', '#', 'galatasaray', '3', 'emek', 'hırsızı', 'burak', 'Yılmaz']	['O', 'B-ORGANIZATION', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON']
['Yaşamak', 'ne', 'guzel']	['O', 'O', 'O']
"['Yakında', 'feed', ""'"", 'imizde', ',', '""', 'aşk', ',', 'iki', 'kişiliktir', '""', 'temalı', 'entelektüel', 'tweetler', ':', 'D']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Nilayla', 'gulsaha', 'attigim', 'ses', 'kayitlariini', 'dinleyince', 'gulme', 'krizine', 'giricekler', 'Nilay', 'gulsah']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'B-PERSON']
['En', 'tehlikeli', 'kız', ';', 'cevabını', 'bildiği', 'soruları', 'soran', 'kızdır', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Ramazan', 'İstanbul', ""'"", 'da', 'bir', 'başka', 'güzel', '.', '.', '.']"	['O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Allah', ""'"", 'ım', 'musluktan', 'çikolata', 'aksın', 'ama', 'iftardan', 'sonraa', 'amiiiin']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bıktım', 'sizden', 'anlamsız', 'bakan', 'gözlerinizden', '.']	['O', 'O', 'O', 'O', 'O', 'O']
['Aynı', 'anda', 'iki', 'iş', 'yapamıyorum', '.', 'Ne', 'bileyim', ',', 'mesela', 'seni', 'düşünürken', 'başka', 'bir', 'şey', 'düşünemiyorum', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Aynı', 'anda', '2', 'kişi', 'sevilmez', ',', 'bilin', 'istedim', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Mecbur', 'kalinca', 'boyle', 'binersin', 'iste', ':', '-', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['İnsanlardan', 'beklenti', 'içinde', 'olma', '.', '.', 'Ümit', 'kaynağı', ',', 'Allah', ""'"", 'tır', '.', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sürekli', 'alaycı', 'tavır', 'sergilemek', 'güçlü', 'bir', 'depresyon', 'belirtisidir', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['borek', 'yaptım', 'onlara', ':', 'D']	['O', 'O', 'O', 'O', 'O']
['Sıla', '-', 'Aslan', 'Gibi', ',', 'cok', 'dinlenesi', 'bir', 'sarki', '.']	['B-PERSON', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O']
['Karpuz', 'yemeyi', 'unutma', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O']
['med', 'cezır', 'in', 'kralını', 'yaşıyorum', 'şu', 'saatler', 'ıtıbariyle', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['evet', 'evet', 'tamda', 'bu', 'huzur', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Nasıl', 'bir', 'odunsun', 'anlamıyorum', 'ki']	['O', 'O', 'O', 'O', 'O']
['Sevgili', 'ergen', 'arkadaşlarım', ';', 'yaptığınız', 'ibadeti', 'afiş', 'ederek', 'elinize', 'ne', 'geçiyo', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Dursun', 'Ali', 'Erzincanlı', 'Tövbe', 'Kapisi', '2012', 'yeni', 'C', 'o', 'k', 'g', 'ü', 'z', 'e', 'l']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Belki', 'de', 'hayatta', 'tek', 'ciddiye', 'aldigim', 'sey', 'sendin', '.', 'O', 'yüzden', 'güldürmedin', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Ben', 'güzele', 'güzel', 'demem', '.', 'Yuh', 'derim', ',', 'Oha', 'derim', ',', 'Taş', 'derim', 'ne', 'biliyim', 'derim', 'de', 'derim', 'diyecek', 'şey', 'çok', 'yani', '.', '""', ':', '-', ')', ':', '-', ')', ':', '-', ')', ':', '-', ')', ':', '-', ')']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ne', 'sandın', 'güzelim']	['O', 'O', 'O']
['Bir', 'ay', 'daha', 'kart', 'ekstremi', 'babamdan', 'önce', 'ele', 'geçirmenin', 'gururunu', 'yaşıyorum', 'şuan']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kan', 'onun', ',', 'damar', 'onun', '.']	['O', 'O', 'O', 'O', 'O', 'O']
['Cereni', 'The', 'Walking', 'Dead', 'e', 'başlattım', 'obaleeyy', 'mal', 'yastıkla', 'izliyomuş', 'asdfghjk', 'Ceren', 'The', 'Walking', 'Dead']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'B-MISC', 'I-MISC', 'I-MISC']
['itiraf', 'vaktti', '(', 'bunuda', 'iftar', 'vakti', 'diye', 'okudun', 'tabi', 'neyse', '.', '.', '.', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Şu', 'yaz', 'gününde', 'hasta', 'oldum', ':', '(']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Mutluluk', 'tweetlerimi', 'geri', 'alıp', ',', 'son', 'dk', 'bana', 'gereksiz', 'iş', 'veren', 'bankaya', 'ateş', 'etmek', 'istiyorum']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['BuSevdaÖleneKadar', 'GALATASARAYım', '&', '1905', 'GALATASARAY']	['O', 'O', 'O', 'O', 'B-ORGANIZATION']
['10', 'dakıka', 'sonra', 'fındıkzade']	['O', 'O', 'O', 'B-LOCATION']
['ahh', 'hindistan', '.', 'ne', 'çok', 'istiyorum', 'sana', 'gelmeyi', '.', '.']	['O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Wembley', 'stadyumunu', 'tamamıyla', 'dolduran', 'tek', 'etkinlik', 'Muse', 'konseri', ':', 'D', 'stadyumu']	['B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOCATION']
['Haddinden', 'fazla', 'sigara', 'iciyorum', '!']	['O', 'O', 'O', 'O', 'O']
['Nasıl', 'uyumuşum', 'böyle', ',', 'son', '1', 'haftanın', 'acısı', 'çıktı', '.', 'Günaydınn', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bu', 'demektir', 'ki', 'en', 'iyi', 'ihtimalle', 'Tolgahan', 'ilk', 'hafta', 'yok', ',', 'sonrası', 'Allah', 'Kerim', '.', 'Yeni', 'Kalecii', 'transferi', 'yapılacak', 'mı', '?', 'Bence', 'çok', 'acil', 'yapılmalı', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Dilooş', 'hemen', 'bze', 'gel', 'knk']	['B-PERSON', 'O', 'O', 'O', 'O']
['Cirptim', 'cirptimm', 'karistirdimmm']	['O', 'O', 'O']
['Kötüye', 'alışırsan', 'kötüde', 'iyi', 'gelir']	['O', 'O', 'O', 'O', 'O']
['Dogum', 'gunun', 'kutlu', 'olsun', 'gittikce', 'genclesen', 'adam', '#', 'MickJagger']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
"['dumbell', ""'"", 'e', 'dambıl', 'diyen', 'ablam', 'var']"	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Üzüldüm', 'işte', 'üzüldüm', 'ne', 'umuyordum', 'bilmiyorum', 'sanki', 'öbür', 'türlü', 'bi', 'şey', 'değişecekti', 'ama', 'üzüldüm']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Beni', 'bugun', 'hali', 'sahaya', 'cagirana', 'mac', 'yaptirana', 'helalinden', '50', 'lira']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Tatil', 'ödevlerini', 'yapan', 'arkadaşlarım', 'varsa', 'şimdiden', 'söyleyin', 'sizi', 'daha', 'az', 'sevicem']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Tel', 'gibi', 'gerilen', 'Türkiye', '!']	['O', 'O', 'O', 'B-LOCATION', 'O']
['2', 'lafın', 'birinde', 'özür', 'dileyen', 'erkek', ',', 'samimiyetsizliğin', 'babaannesisin', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['İhtiyacım', 'olan', 'tek', 'şey', ',', 'bana', 'ihtiyacın', 'olması']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bazılarınız', 'gerçekten', 'çok', 'güzel', 'gerizekalı', 'taklidi', 'yaparken', 'bazılarınız', 'gerçekten', 'çok', 'güzel', 'gerizekalı', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Dunya', 'in', 'her', 'yerinde', 'tv', 've', 'gazeteler', 'satiliktir', 'parayi', 'verdinmi', 'istedigini', 'yaptirirsin', 'the', 'times', 'ilan', 'vermis', 'çokta', '.', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bloody', 'mary', 'izlemekteyiz', '.', '.']	['O', 'B-PERSON', 'O', 'O', 'O']
['Çok', 'sıkıldım', 'be', '.', '.', 'Yapacak', 'hiçbirşey', 'mi', 'olmaz', ':', '/']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hamileler', 'sokakta', 'gezmesin', 'estetik', 'değil', ',', 'demiş', 'efendi', 'sen', 'şuna', 'hamile', 'kadından', 'bile', 'tahrik', 'oluyorum', 'uçkur', 'düşkünüyüm', 'desene', 'sapık', 'herif']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Küçükken', 'annem', 'dışardan', 'gelir', 've', 'bak', 'sana', 'ne', 'aldım', 'derdi', '.', 'O', 'mutluluğu', 'hiç', 'bir', 'yerde', 'bulamıyorum', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
